block,stimulus,response,score,rt,filename
1,evil,d,1,1435,run14
1,love,a,1,1385,run14
1,joy,a,1,1335,run14
1,pleasure,a,1,1385,run14
1,nasty,d,1,1435,run14
1,hurt,d,1,1335,run14
1,agony,d,1,1385,run14
2,white3,d,0,1385,run14
2,white1,a,1,1435,run14
2,white2,a,1,1335,run14
2,white4,a,1,1385,run14
2,white5,a,1,1385,run14
2,black5,a,0,1385,run14
2,black2,d,1,1435,run14
2,black1,d,1,1335,run14
2,black4,d,1,1385,run14
2,black3,d,1,1385,run14
3,pleasure,a,1,1435,run14
3,black5,d,1,1385,run14
3,good,a,1,1385,run14
3,nasty,d,1,1385,run14
3,hurt,d,1,1335,run14
3,love,a,1,1435,run14
3,joy,a,1,1335,run14
3,black1,d,1,1435,run14
3,black4,d,1,1335,run14
3,white2,a,1,1435,run14
3,white3,a,1,1335,run14
3,white1,a,1,1385,run14
3,white5,a,1,1385,run14
3,black2,d,1,1435,run14
3,happy,a,1,1385,run14
3,bad,d,1,1385,run14
3,agony,d,1,1335,run14
3,white4,a,1,1435,run14
3,evil,d,1,1385,run14
3,black3,d,1,1335,run14
4,block4,w,0,675,run14
5,white2,a,0,1445,run14
5,white1,d,1,1345,run14
5,black1,d,0,1335,run14
5,black5,a,1,1435,run14
5,white4,d,1,1385,run14
5,black2,a,1,1385,run14
5,black4,a,1,1335,run14
5,white3,d,1,1435,run14
5,white5,d,1,1335,run14
5,black3,a,1,1435,run14
6,white2,d,1,1385,run14
6,happy,a,1,1385,run14
6,white4,d,1,1385,run14
6,good,a,1,1385,run14
6,white5,d,1,1385,run14
6,white3,d,1,1335,run14
6,love,a,1,1435,run14
6,black2,a,1,1335,run14
6,black1,a,1,1385,run14
6,hurt,d,1,1435,run14
6,agony,d,1,1335,run14
6,joy,a,1,1435,run14
6,pleasure,a,1,1335,run14
6,nasty,d,1,1435,run14
6,white1,d,1,1335,run14
6,black3,a,1,1435,run14
6,evil,d,1,1385,run14
6,black4,a,1,1385,run14
6,black5,a,1,1335,run14
6,bad,d,1,1435,run14
1,good,d,0,1545,run15
1,happy,a,1,1345,run15
1,nasty,a,0,1335,run15
1,agony,d,1,1435,run15
1,hurt,d,1,1335,run15
1,joy,a,1,1435,run15
1,pleasure,a,1,1335,run15
1,evil,d,1,1435,run15
1,love,a,1,1385,run15
1,bad,d,1,1385,run15
2,white3,d,0,1335,run15
2,white5,a,1,1435,run15
2,white4,a,1,1335,run15
2,black5,a,0,1385,run15
2,black1,d,1,1435,run15
2,black2,d,1,1335,run15
2,white2,a,1,1435,run15
2,black3,d,1,1385,run15
2,black4,d,1,1335,run15
2,white1,a,1,1435,run15
3,agony,d,1,1385,run15
3,white1,a,1,1385,run15
3,evil,d,1,1385,run15
3,black5,d,1,1335,run15
3,pleasure,a,1,1435,run15
3,happy,a,1,1335,run15
3,hurt,d,1,1435,run15
3,bad,d,1,1335,run15
3,good,a,1,1435,run15
3,white3,a,1,1335,run15
3,black4,d,1,1435,run15
3,black3,d,1,1335,run15
3,joy,a,1,1435,run15
3,white4,a,1,1335,run15
3,white2,a,1,1385,run15
3,black1,d,1,1435,run15
3,white5,a,1,1385,run15
3,black2,d,1,1385,run15
3,love,a,1,1385,run15
3,nasty,d,1,1385,run15
4,block4,w,0,625,run15
5,white2,a,0,1445,run15
5,white4,d,1,1345,run15
5,white3,d,1,1335,run15
5,black4,d,0,1385,run15
5,black5,a,1,1435,run15
5,white1,d,1,1385,run15
5,white5,d,1,1335,run15
5,black2,a,1,1435,run15
5,black3,a,1,1335,run15
5,black1,a,1,1385,run15
6,white3,d,1,1435,run15
6,white2,d,1,1335,run15
6,black3,a,1,1435,run15
6,black1,a,1,1335,run15
6,nasty,d,1,1435,run15
6,love,a,1,1385,run15
6,evil,d,1,1385,run15
6,happy,a,1,1385,run15
6,joy,a,1,1335,run15
6,agony,d,1,1435,run15
6,white5,d,1,1335,run15
6,bad,d,1,1385,run15
6,black4,a,1,1435,run15
6,black5,a,1,1335,run15
6,pleasure,a,1,1385,run15
6,good,a,1,1385,run15
6,white1,d,1,1435,run15
6,hurt,d,1,1335,run15
6,white4,d,1,1385,run15
6,black2,a,1,1435,run15
1,pleasure,d,0,1545,run16
1,nasty,a,0,1345,run16
1,happy,a,1,1335,run16
1,agony,d,1,1435,run16
1,joy,a,1,1385,run16
1,good,a,1,1335,run16
1,bad,d,1,1435,run16
1,evil,d,1,1335,run16
1,hurt,d,1,1385,run16
1,love,a,1,1435,run16
2,white1,d,0,1385,run16
2,white3,a,1,1385,run16
2,black5,a,0,1335,run16
2,black2,d,1,1435,run16
2,white5,a,1,1385,run16
2,black1,d,1,1385,run16
2,white2,a,1,1385,run16
2,white4,a,1,1335,run16
2,black4,d,1,1435,run16
2,black3,d,1,1335,run16
3,happy,a,1,1435,run16
3,black3,d,1,1385,run16
3,evil,d,1,1335,run16
3,love,a,1,1435,run16
3,nasty,d,1,1385,run16
3,white5,a,1,1385,run16
3,good,a,1,1335,run16
3,black5,d,1,1435,run16
3,white2,a,1,1385,run16
3,agony,d,1,1385,run16
3,white1,a,1,1385,run16
3,bad,d,1,1385,run16
3,black1,d,1,1335,run16
3,black2,d,1,1385,run16
3,hurt,d,1,1385,run16
3,black4,d,1,1385,run16
3,white3,a,1,1435,run16
3,pleasure,a,1,1335,run16
3,joy,a,1,1385,run16
3,white4,a,1,1385,run16
4,block4,w,0,675,run16
5,white5,a,0,1445,run16
5,black5,d,0,1345,run16
5,black4,a,1,1385,run16
5,black1,a,1,1335,run16
5,white2,d,1,1435,run16
5,black3,a,1,1385,run16
5,white4,d,1,1385,run16
5,white1,d,1,1335,run16
5,black2,a,1,1435,run16
5,white3,d,1,1385,run16
6,hurt,d,1,1335,run16
6,joy,a,1,1435,run16
6,black5,a,1,1335,run16
6,evil,d,1,1435,run16
6,black2,a,1,1385,run16
6,white5,d,1,1385,run16
6,white2,d,1,1335,run16
6,pleasure,a,1,1435,run16
6,black4,a,1,1335,run16
6,love,a,1,1385,run16
6,good,a,1,1385,run16
6,agony,d,1,1435,run16
6,nasty,d,1,1335,run16
6,bad,d,1,1385,run16
6,happy,a,1,1435,run16
6,white3,d,1,1385,run16
6,white1,d,1,1335,run16
6,black3,a,1,1435,run16
6,white4,d,1,1385,run16
6,black1,a,1,1385,run16
1,joy,d,0,1545,run17
1,evil,a,0,1345,run17
1,nasty,d,1,1385,run17
1,bad,d,1,1335,run17
1,hurt,d,1,1385,run17
1,love,a,1,1435,run17
1,good,a,1,1335,run17
1,agony,d,1,1435,run17
1,pleasure,a,1,1385,run17
1,happy,a,1,1335,run17
2,black3,a,0,1385,run17
2,white4,d,0,1435,run17
2,white1,a,1,1385,run17
2,white3,a,1,1335,run17
2,white2,a,1,1385,run17
2,white5,a,1,1385,run17
2,black1,d,1,1435,run17
2,black2,d,1,1335,run17
2,black4,d,1,1385,run17
2,black5,d,1,1385,run17
3,white3,a,1,1435,run17
3,white5,a,1,1335,run17
3,black3,d,1,1435,run17
3,black4,d,1,1335,run17
3,bad,d,1,1385,run17
3,good,a,1,1435,run17
3,happy,a,1,1335,run17
3,white2,a,1,1385,run17
3,evil,d,1,1435,run17
3,hurt,d,1,1335,run17
3,white4,a,1,1435,run17
3,black1,d,1,1385,run17
3,white1,a,1,1385,run17
3,nasty,d,1,1385,run17
3,agony,d,1,1335,run17
3,joy,a,1,1435,run17
3,pleasure,a,1,1335,run17
3,black2,d,1,1435,run17
3,love,a,1,1385,run17
3,black5,d,1,1385,run17
4,block4,w,0,625,run17
5,white5,a,0,1445,run17
5,black5,d,0,1345,run17
5,white2,d,1,1335,run17
5,white4,d,1,1385,run17
5,black3,a,1,1435,run17
5,black2,a,1,1335,run17
5,black1,a,1,1385,run17
5,white1,d,1,1435,run17
5,black4,a,1,1385,run17
5,white3,d,1,1385,run17
6,white1,d,1,1335,run17
6,nasty,d,1,1385,run17
6,evil,d,1,1385,run17
6,love,a,1,1435,run17
6,happy,a,1,1335,run17
6,hurt,d,1,1435,run17
6,black1,a,1,1385,run17
6,white5,d,1,1385,run17
6,black2,a,1,1385,run17
6,bad,d,1,1385,run17
6,black5,a,1,1385,run17
6,black3,a,1,1335,run17
6,joy,a,1,1385,run17
6,black4,a,1,1385,run17
6,good,a,1,1385,run17
6,white4,d,1,1435,run17
6,pleasure,a,1,1385,run17
6,agony,d,1,1385,run17
6,white3,d,1,1335,run17
6,white2,d,1,1385,run17
1,happy,d,0,1545,run18
1,pleasure,a,1,1345,run18
1,good,a,1,1335,run18
1,agony,a,0,1385,run18
1,nasty,d,1,1435,run18
1,bad,d,1,1335,run18
1,love,a,1,1435,run18
1,hurt,d,1,1385,run18
1,joy,a,1,1385,run18
1,evil,d,1,1385,run18
2,white1,d,0,1335,run18
2,white3,a,1,1435,run18
2,black4,a,0,1335,run18
2,black5,d,1,1435,run18
2,black3,d,1,1335,run18
2,white4,a,1,1435,run18
2,white2,a,1,1335,run18
2,white5,a,1,1385,run18
2,black1,d,1,1435,run18
2,black2,d,1,1335,run18
3,black1,d,1,1385,run18
3,white3,a,1,1435,run18
3,love,a,1,1335,run18
3,happy,a,1,1385,run18
3,white2,a,1,1385,run18
3,agony,d,1,1435,run18
3,black2,d,1,1335,run18
3,good,a,1,1435,run18
3,bad,d,1,1385,run18
3,nasty,d,1,1335,run18
3,pleasure,a,1,1435,run18
3,hurt,d,1,1385,run18
3,white4,a,1,1385,run18
3,black3,d,1,1385,run18
3,white5,a,1,1385,run18
3,black5,d,1,1385,run18
3,black4,d,1,1335,run18
3,white1,a,1,1435,run18
3,joy,a,1,1335,run18
3,evil,d,1,1435,run18
4,block4,w,0,625,run18
5,white1,a,0,1445,run18
5,white2,d,1,1345,run18
5,white3,d,1,1335,run18
5,black1,d,0,1385,run18
5,white5,d,1,1385,run18
5,white4,d,1,1385,run18
5,black4,a,1,1435,run18
5,black5,a,1,1335,run18
5,black2,a,1,1385,run18
5,black3,a,1,1385,run18
6,white2,d,1,1435,run18
6,white4,d,1,1335,run18
6,pleasure,a,1,1435,run18
6,evil,d,1,1385,run18
6,white1,d,1,1335,run18
6,black4,a,1,1435,run18
6,black5,a,1,1335,run18
6,white3,d,1,1435,run18
6,good,a,1,1385,run18
6,agony,d,1,1385,run18
6,love,a,1,1385,run18
6,white5,d,1,1385,run18
6,hurt,d,1,1335,run18
6,joy,a,1,1435,run18
6,bad,d,1,1385,run18
6,black1,a,1,1385,run18
6,black3,a,1,1335,run18
6,nasty,d,1,1435,run18
6,happy,a,1,1385,run18
6,black2,a,1,1335,run18
1,pleasure,d,0,1545,run19
1,evil,a,0,1345,run19
1,good,a,1,1335,run19
1,hurt,d,1,1435,run19
1,bad,d,1,1335,run19
1,nasty,d,1,1385,run19
1,love,a,1,1435,run19
1,agony,d,1,1385,run19
1,joy,a,1,1385,run19
1,happy,a,1,1335,run19
2,white3,d,0,1435,run19
2,white4,a,1,1385,run19
2,black5,a,0,1335,run19
2,black1,d,1,1435,run19
2,white1,a,1,1385,run19
2,black4,d,1,1385,run19
2,black2,d,1,1335,run19
2,white5,a,1,1435,run19
2,white2,a,1,1335,run19
2,black3,d,1,1435,run19
3,black1,d,1,1335,run19
3,bad,d,1,1385,run19
3,pleasure,a,1,1435,run19
3,white1,a,1,1335,run19
3,white5,a,1,1385,run19
3,joy,a,1,1385,run19
3,love,a,1,1385,run19
3,black3,d,1,1435,run19
3,agony,d,1,1335,run19
3,happy,a,1,1435,run19
3,nasty,d,1,1385,run19
3,white3,a,1,1385,run19
3,black5,d,1,1385,run19
3,hurt,d,1,1335,run19
3,black4,d,1,1385,run19
3,white4,a,1,1435,run19
3,good,a,1,1335,run19
3,white2,a,1,1385,run19
3,black2,d,1,1435,run19
3,evil,d,1,1335,run19
4,block4,w,0,675,run19
5,white2,a,0,1445,run19
5,white3,d,1,1345,run19
5,black3,d,0,1335,run19
5,black5,a,1,1435,run19
5,white1,d,1,1385,run19
5,black1,a,1,1385,run19
5,white5,d,1,1385,run19
5,black4,a,1,1385,run19
5,white4,d,1,1385,run19
5,black2,a,1,1385,run19
6,black1,a,1,1335,run19
6,good,a,1,1385,run19
6,black4,a,1,1385,run19
6,nasty,d,1,1435,run19
6,white1,d,1,1335,run19
6,white3,d,1,1385,run19
6,agony,d,1,1385,run19
6,white2,d,1,1385,run19
6,bad,d,1,1385,run19
6,pleasure,a,1,1435,run19
6,evil,d,1,1385,run19
6,love,a,1,1385,run19
6,black2,a,1,1335,run19
6,joy,a,1,1385,run19
6,black5,a,1,1385,run19
6,hurt,d,1,1435,run19
6,black3,a,1,1385,run19
6,happy,a,1,1335,run19
6,white5,d,1,1435,run19
6,white4,d,1,1335,run19
1,joy,d,0,1545,run20
1,evil,a,0,1345,run20
1,agony,d,1,1385,run20
1,love,a,1,1385,run20
1,nasty,d,1,1385,run20
1,hurt,d,1,1335,run20
1,happy,a,1,1435,run20
1,pleasure,a,1,1335,run20
1,good,a,1,1385,run20
1,bad,d,1,1435,run20
2,black1,a,0,1385,run20
2,white1,d,0,1385,run20
2,white4,a,1,1385,run20
2,white2,a,1,1335,run20
2,black3,d,1,1435,run20
2,white3,a,1,1385,run20
2,black2,d,1,1385,run20
2,white5,a,1,1385,run20
2,black4,d,1,1385,run20
2,black5,d,1,1335,run20
3,white5,a,1,1435,run20
3,pleasure,a,1,1335,run20
3,white2,a,1,1385,run20
3,love,a,1,1385,run20
3,black1,d,1,1435,run20
3,black3,d,1,1335,run20
3,white4,a,1,1435,run20
3,white3,a,1,1335,run20
3,black2,d,1,1435,run20
3,agony,d,1,1335,run20
3,evil,d,1,1385,run20
3,white1,a,1,1435,run20
3,black5,d,1,1385,run20
3,black4,d,1,1335,run20
3,bad,d,1,1385,run20
3,hurt,d,1,1385,run20
3,happy,a,1,1435,run20
3,joy,a,1,1335,run20
3,good,a,1,1385,run20
3,nasty,d,1,1435,run20
4,block4,w,0,625,run20
5,black3,d,0,1445,run20
5,black2,a,1,1345,run20
5,black1,a,1,1335,run20
5,black5,a,1,1385,run20
5,white5,a,0,1385,run20
5,white3,d,1,1435,run20
5,white2,d,1,1335,run20
5,white1,d,1,1385,run20
5,white4,d,1,1385,run20
5,black4,a,1,1435,run20
6,white5,d,1,1385,run20
6,joy,a,1,1385,run20
6,black4,a,1,1335,run20
6,white2,d,1,1435,run20
6,hurt,d,1,1335,run20
6,black3,a,1,1435,run20
6,white4,d,1,1385,run20
6,happy,a,1,1385,run20
6,evil,d,1,1385,run20
6,pleasure,a,1,1385,run20
6,black5,a,1,1335,run20
6,white1,d,1,1435,run20
6,white3,d,1,1335,run20
6,nasty,d,1,1385,run20
6,love,a,1,1435,run20
6,bad,d,1,1385,run20
6,agony,d,1,1335,run20
6,black2,a,1,1435,run20
6,good,a,1,1335,run20
6,black1,a,1,1385,run20
1,nasty,a,0,1545,run21
1,pleasure,d,0,1345,run21
1,bad,d,1,1335,run21
1,joy,a,1,1435,run21
1,agony,d,1,1385,run21
1,love,a,1,1385,run21
1,good,a,1,1335,run21
1,happy,a,1,1385,run21
1,evil,d,1,1435,run21
1,hurt,d,1,1335,run21
2,white1,d,0,1385,run21
2,black4,a,0,1435,run21
2,black5,d,1,1385,run21
2,black2,d,1,1335,run21
2,white2,a,1,1435,run21
2,black1,d,1,1385,run21
2,white5,a,1,1385,run21
2,white4,a,1,1335,run21
2,white3,a,1,1385,run21
2,black3,d,1,1435,run21
3,black5,d,1,1335,run21
3,pleasure,a,1,1435,run21
3,good,a,1,1335,run21
3,nasty,d,1,1435,run21
3,white3,a,1,1385,run21
3,black1,d,1,1385,run21
3,happy,a,1,1385,run21
3,white2,a,1,1335,run21
3,love,a,1,1385,run21
3,black4,d,1,1435,run21
3,joy,a,1,1385,run21
3,white1,a,1,1335,run21
3,black2,d,1,1435,run21
3,white5,a,1,1385,run21
3,evil,d,1,1385,run21
3,hurt,d,1,1335,run21
3,black3,d,1,1385,run21
3,agony,d,1,1385,run21
3,bad,d,1,1385,run21
3,white4,a,1,1435,run21
4,block4,w,0,625,run21
5,white2,a,0,1445,run21
5,white1,d,1,1345,run21
5,white4,d,1,1335,run21
5,black1,d,0,1385,run21
5,white3,d,1,1385,run21
5,black5,a,1,1435,run21
5,white5,d,1,1385,run21
5,black3,a,1,1385,run21
5,black2,a,1,1335,run21
5,black4,a,1,1385,run21
6,white3,d,1,1435,run21
6,love,a,1,1385,run21
6,bad,d,1,1385,run21
6,white2,d,1,1335,run21
6,white1,d,1,1385,run21
6,pleasure,a,1,1435,run21
6,black4,a,1,1335,run21
6,black5,a,1,1385,run21
6,nasty,d,1,1435,run21
6,white5,d,1,1335,run21
6,black1,a,1,1435,run21
6,black2,a,1,1335,run21
6,black3,a,1,1385,run21
6,happy,a,1,1385,run21
6,joy,a,1,1385,run21
6,evil,d,1,1435,run21
6,agony,d,1,1335,run21
6,good,a,1,1435,run21
6,hurt,d,1,1385,run21
6,white4,d,1,1335,run21
1,agony,a,0,1545,run22
1,good,d,0,1345,run22
1,happy,a,1,1385,run22
1,evil,d,1,1385,run22
1,hurt,d,1,1335,run22
1,pleasure,a,1,1435,run22
1,joy,a,1,1335,run22
1,love,a,1,1385,run22
1,bad,d,1,1435,run22
1,nasty,d,1,1335,run22
2,white1,d,0,1385,run22
2,white3,a,1,1435,run22
2,black3,a,0,1335,run22
2,black4,d,1,1435,run22
2,black2,d,1,1335,run22
2,black1,d,1,1385,run22
2,white5,a,1,1435,run22
2,black5,d,1,1385,run22
2,white4,a,1,1385,run22
2,white2,a,1,1335,run22
3,happy,a,1,1385,run22
3,black2,d,1,1435,run22
3,agony,d,1,1335,run22
3,white4,a,1,1435,run22
3,evil,d,1,1385,run22
3,white5,a,1,1385,run22
3,black3,d,1,1385,run22
3,black5,d,1,1335,run22
3,hurt,d,1,1385,run22
3,love,a,1,1435,run22
3,white1,a,1,1335,run22
3,good,a,1,1385,run22
3,white2,a,1,1385,run22
3,black1,d,1,1435,run22
3,nasty,d,1,1335,run22
3,pleasure,a,1,1435,run22
3,bad,d,1,1385,run22
3,white3,a,1,1385,run22
3,black4,d,1,1385,run22
3,joy,a,1,1385,run22
4,block4,w,0,625,run22
5,black1,d,0,1445,run22
5,white5,a,0,1345,run22
5,black3,a,1,1335,run22
5,white1,d,1,1435,run22
5,black4,a,1,1385,run22
5,black5,a,1,1335,run22
5,white4,d,1,1435,run22
5,white3,d,1,1335,run22
5,black2,a,1,1435,run22
5,white2,d,1,1385,run22
6,black1,a,1,1385,run22
6,white2,d,1,1385,run22
6,evil,d,1,1335,run22
6,nasty,d,1,1385,run22
6,white1,d,1,1385,run22
6,love,a,1,1435,run22
6,black2,a,1,1335,run22
6,pleasure,a,1,1385,run22
6,white3,d,1,1435,run22
6,bad,d,1,1335,run22
6,joy,a,1,1435,run22
6,black3,a,1,1335,run22
6,happy,a,1,1385,run22
6,white5,d,1,1435,run22
6,white4,d,1,1335,run22
6,agony,d,1,1385,run22
6,black4,a,1,1435,run22
6,hurt,d,1,1385,run22
6,black5,a,1,1385,run22
6,good,a,1,1335,run22
1,good,d,0,1545,run23
1,happy,a,1,1345,run23
1,love,a,1,1335,run23
1,bad,a,0,1385,run23
1,agony,d,1,1435,run23
1,nasty,d,1,1335,run23
1,hurt,d,1,1385,run23
1,evil,d,1,1385,run23
1,pleasure,a,1,1435,run23
1,joy,a,1,1335,run23
2,white4,d,0,1435,run23
2,black1,a,0,1385,run23
2,black5,d,1,1385,run23
2,white5,a,1,1385,run23
2,white1,a,1,1335,run23
2,black4,d,1,1435,run23
2,black2,d,1,1335,run23
2,white2,a,1,1435,run23
2,black3,d,1,1385,run23
2,white3,a,1,1385,run23
3,black2,d,1,1385,run23
3,black4,d,1,1335,run23
3,joy,a,1,1435,run23
3,black1,d,1,1385,run23
3,love,a,1,1385,run23
3,white3,a,1,1335,run23
3,white2,a,1,1385,run23
3,black5,d,1,1435,run23
3,bad,d,1,1335,run23
3,white4,a,1,1435,run23
3,pleasure,a,1,1335,run23
3,good,a,1,1385,run23
3,evil,d,1,1435,run23
3,happy,a,1,1385,run23
3,black3,d,1,1385,run23
3,white1,a,1,1385,run23
3,agony,d,1,1385,run23
3,hurt,d,1,1335,run23
3,nasty,d,1,1385,run23
3,white5,a,1,1435,run23
4,block4,w,0,625,run23
5,black2,d,0,1445,run23
5,black4,a,1,1345,run23
5,white4,a,0,1335,run23
5,black3,a,1,1385,run23
5,white5,d,1,1435,run23
5,black1,a,1,1385,run23
5,white2,d,1,1385,run23
5,white1,d,1,1335,run23
5,black5,a,1,1435,run23
5,white3,d,1,1385,run23
6,happy,a,1,1385,run23
6,pleasure,a,1,1335,run23
6,white4,d,1,1435,run23
6,agony,d,1,1335,run23
6,white5,d,1,1385,run23
6,love,a,1,1435,run23
6,black5,a,1,1335,run23
6,joy,a,1,1385,run23
6,evil,d,1,1435,run23
6,hurt,d,1,1335,run23
6,nasty,d,1,1385,run23
6,black3,a,1,1435,run23
6,white1,d,1,1385,run23
6,black1,a,1,1385,run23
6,white3,d,1,1385,run23
6,good,a,1,1385,run23
6,black2,a,1,1335,run23
6,bad,d,1,1435,run23
6,black4,a,1,1385,run23
6,white2,d,1,1385,run23
1,nasty,a,0,1545,run24
1,good,d,0,1345,run24
1,bad,d,1,1335,run24
1,love,a,1,1435,run24
1,happy,a,1,1335,run24
1,pleasure,a,1,1385,run24
1,hurt,d,1,1435,run24
1,agony,d,1,1335,run24
1,joy,a,1,1435,run24
1,evil,d,1,1385,run24
2,white4,d,0,1335,run24
2,white2,a,1,1435,run24
2,black1,a,0,1335,run24
2,white5,a,1,1385,run24
2,black5,d,1,1435,run24
2,white3,a,1,1385,run24
2,black2,d,1,1385,run24
2,black3,d,1,1335,run24
2,white1,a,1,1435,run24
2,black4,d,1,1385,run24
3,agony,d,1,1335,run24
3,black5,d,1,1385,run24
3,black1,d,1,1385,run24
3,black3,d,1,1385,run24
3,good,a,1,1435,run24
3,evil,d,1,1385,run24
3,white1,a,1,1385,run24
3,pleasure,a,1,1335,run24
3,love,a,1,1385,run24
3,white5,a,1,1385,run24
3,white4,a,1,1385,run24
3,happy,a,1,1385,run24
3,black2,d,1,1435,run24
3,white2,a,1,1385,run24
3,black4,d,1,1385,run24
3,white3,a,1,1385,run24
3,bad,d,1,1385,run24
3,hurt,d,1,1335,run24
3,nasty,d,1,1385,run24
3,joy,a,1,1435,run24
4,block4,w,0,625,run24
5,black4,d,0,1445,run24
5,white4,a,0,1345,run24
5,white2,d,1,1385,run24
5,black3,a,1,1385,run24
5,black1,a,1,1335,run24
5,white1,d,1,1435,run24
5,white3,d,1,1335,run24
5,white5,d,1,1385,run24
5,black5,a,1,1435,run24
5,black2,a,1,1335,run24
6,white5,d,1,1435,run24
6,black4,a,1,1385,run24
6,black2,a,1,1335,run24
6,joy,a,1,1385,run24
6,white3,d,1,1435,run24
6,love,a,1,1385,run24
6,nasty,d,1,1385,run24
6,good,a,1,1385,run24
6,evil,d,1,1385,run24
6,agony,d,1,1335,run24
6,pleasure,a,1,1435,run24
6,white1,d,1,1385,run24
6,white2,d,1,1335,run24
6,happy,a,1,1435,run24
6,white4,d,1,1385,run24
6,black3,a,1,1385,run24
6,black5,a,1,1335,run24
6,hurt,d,1,1435,run24
6,black1,a,1,1385,run24
6,bad,d,1,1385,run24
1,nasty,a,0,1545,run25
1,bad,d,1,1345,run25
1,good,d,0,1335,run25
1,agony,d,1,1385,run25
1,joy,a,1,1435,run25
1,happy,a,1,1335,run25
1,love,a,1,1385,run25
1,evil,d,1,1435,run25
1,pleasure,a,1,1385,run25
1,hurt,d,1,1385,run25
2,black1,a,0,1385,run25
2,white5,d,0,1385,run25
2,white1,a,1,1385,run25
2,white4,a,1,1335,run25
2,black5,d,1,1435,run25
2,white2,a,1,1385,run25
2,black2,d,1,1385,run25
2,black4,d,1,1335,run25
2,white3,a,1,1435,run25
2,black3,d,1,1385,run25
3,nasty,d,1,1335,run25
3,white3,a,1,1435,run25
3,hurt,d,1,1385,run25
3,evil,d,1,1335,run25
3,black5,d,1,1385,run25
3,bad,d,1,1385,run25
3,joy,a,1,1435,run25
3,happy,a,1,1335,run25
3,white5,a,1,1385,run25
3,white2,a,1,1385,run25
3,black2,d,1,1435,run25
3,white1,a,1,1385,run25
3,black1,d,1,1385,run25
3,black4,d,1,1335,run25
3,black3,d,1,1385,run25
3,love,a,1,1435,run25
3,good,a,1,1335,run25
3,pleasure,a,1,1385,run25
3,white4,a,1,1385,run25
3,agony,d,1,1435,run25
4,block4,w,0,625,run25
5,white1,a,0,1445,run25
5,white5,d,1,1345,run25
5,black4,d,0,1335,run25
5,white2,d,1,1385,run25
5,black3,a,1,1435,run25
5,white3,d,1,1385,run25
5,white4,d,1,1335,run25
5,black5,a,1,1435,run25
5,black1,a,1,1335,run25
5,black2,a,1,1385,run25
6,black2,,0,0,run25
6,white4,d,1,1345,run25
6,bad,d,1,1335,run25
6,agony,d,1,1385,run25
6,joy,a,1,1435,run25
6,hurt,d,1,1385,run25
6,black5,a,1,1385,run25
6,white3,d,1,1385,run25
6,good,a,1,1385,run25
6,happy,a,1,1335,run25
6,black3,a,1,1385,run25
6,nasty,d,1,1435,run25
6,black4,a,1,1385,run25
6,white2,d,1,1385,run25
6,white5,d,1,1335,run25
6,white1,d,1,1385,run25
6,evil,d,1,1385,run25
6,pleasure,a,1,1435,run25
6,love,a,1,1335,run25
6,black1,a,1,1385,run25
1,love,d,0,1545,run26
1,nasty,a,0,1345,run26
1,agony,d,1,1385,run26
1,joy,a,1,1385,run26
1,good,a,1,1335,run26
1,bad,d,1,1435,run26
1,pleasure,a,1,1385,run26
1,happy,a,1,1335,run26
1,hurt,d,1,1435,run26
1,evil,d,1,1335,run26
2,white1,d,0,1385,run26
2,white4,a,1,1435,run26
2,white2,a,1,1335,run26
2,black5,a,0,1385,run26
2,white5,a,1,1385,run26
2,black3,d,1,1435,run26
2,black2,d,1,1335,run26
2,white3,a,1,1435,run26
2,black4,d,1,1385,run26
2,black1,d,1,1335,run26
3,white4,a,1,1435,run26
3,black3,d,1,1385,run26
3,white5,a,1,1385,run26
3,black1,d,1,1385,run26
3,pleasure,a,1,1385,run26
3,bad,d,1,1385,run26
3,joy,a,1,1385,run26
3,white2,a,1,1335,run26
3,happy,a,1,1385,run26
3,black4,d,1,1435,run26
3,nasty,d,1,1335,run26
3,good,a,1,1435,run26
3,hurt,d,1,1385,run26
3,white1,a,1,1385,run26
3,black5,d,1,1385,run26
3,white3,a,1,1385,run26
3,black2,d,1,1385,run26
3,love,a,1,1385,run26
3,evil,d,1,1385,run26
3,agony,d,1,1335,run26
4,block4,w,0,675,run26
5,black1,d,0,1445,run26
5,black4,a,1,1345,run26
5,white1,a,0,1335,run26
5,white5,d,1,1435,run26
5,white4,d,1,1335,run26
5,white2,d,1,1385,run26
5,black3,a,1,1435,run26
5,black2,a,1,1335,run26
5,white3,d,1,1435,run26
5,black5,a,1,1385,run26
6,agony,d,1,1385,run26
6,black4,a,1,1385,run26
6,love,a,1,1335,run26
6,bad,d,1,1435,run26
6,black2,a,1,1385,run26
6,black5,a,1,1335,run26
6,hurt,d,1,1435,run26
6,black1,a,1,1385,run26
6,evil,d,1,1385,run26
6,good,a,1,1385,run26
6,nasty,d,1,1385,run26
6,white2,d,1,1335,run26
6,pleasure,a,1,1435,run26
6,black3,a,1,1335,run26
6,white3,d,1,1435,run26
6,white1,d,1,1335,run26
6,joy,a,1,1435,run26
6,white4,d,1,1385,run26
6,happy,a,1,1385,run26
6,white5,d,1,1385,run26
1,agony,a,0,1545,run27
1,bad,d,1,1345,run27
1,pleasure,d,0,1335,run27
1,good,a,1,1435,run27
1,joy,a,1,1335,run27
1,hurt,d,1,1435,run27
1,nasty,d,1,1335,run27
